,Market,Runner,Secs,L3S,L3P,L2S,L2P,L1S,L1P,B1P,B1S,B2P,B2S,B3P,B3S,MinExecPx,MinExecSz,MaxExecPx,MaxExecSz,BackPerc,LayPerc,BackPercSum,LayPercSum
0,1.122569315,5634909,599.709,428.68,3.2,400.37,3.25,574.96,3.3,3.35,66.1,3.4,393.82,3.45,769.87,,,,,0.29850746268656714,0.30303030303030304,0.9964962458046606,1.0178121976783716
1,1.122569315,8722815,599.709,128.09,5.9,652.06,6.0,223.46,6.2,6.4,150.03,6.6,287.91,6.8,246.54,,,,,0.15625,0.16129032258064516,0.9964962458046606,1.0178121976783716
2,1.122569315,2380688,599.709,454.61,6.4,242.92,6.6,273.17,6.8,7.0,66.78,7.2,132.14,7.4,161.8,,,,,0.14285714285714285,0.14705882352941177,0.9964962458046606,1.0178121976783716
3,1.122569315,8826166,599.709,630.11,5.5,278.99,5.6,90.98,5.7,5.8,100.85,5.9,214.81,6.0,95.14,,,,,0.1724137931034483,0.17543859649122806,0.9964962458046606,1.0178121976783716
4,1.122569315,8680122,599.709,224.76,5.5,176.16,5.6,168.32,5.7,5.8,11.43,5.9,73.47,6.0,683.39,,,,,0.1724137931034483,0.17543859649122806,0.9964962458046606,1.0178121976783716
5,1.122569315,6435996,599.709,70.14,17.0,59.77,17.5,16.39,18.0,18.5,105.03,19.0,20.97,19.5,66.92,,,,,0.05405405405405406,0.05555555555555555,0.9964962458046606,1.0178121976783716
6,1.122569315,5634909,598.704,428.68,3.2,459.6,3.25,233.18,3.3,3.35,66.1,3.4,393.82,3.45,769.87,3.3,1099.99,3.3,1099.99,0.29850746268656714,0.30303030303030304,0.9995210491924403,1.0209450297585723
7,1.122569315,8722815,598.704,134.09,5.9,666.06,6.0,213.46,6.2,6.4,150.03,6.6,287.91,6.8,246.54,6.2,20.0,6.2,20.0,0.15625,0.16129032258064516,0.9995210491924403,1.0209450297585723
8,1.122569315,2380688,598.704,454.61,6.4,242.92,6.6,234.22,6.8,7.0,27.83,7.2,132.14,7.4,161.8,7.0,72.50999999999999,7.0,72.50999999999999,0.14285714285714285,0.14705882352941177,0.9995210491924403,1.0209450297585723
9,1.122569315,8826166,598.704,237.6,5.4,589.09,5.5,340.19,5.6,5.7,23.82,5.8,106.48,5.9,214.81,5.7,181.98000000000002,5.7,181.98000000000002,0.17543859649122806,0.17857142857142858,0.9995210491924403,1.0209450297585723
10,1.122569315,8680122,598.704,224.76,5.5,176.16,5.6,168.32,5.7,5.8,11.43,5.9,73.47,6.0,683.39,,,,,0.1724137931034483,0.17543859649122806,0.9995210491924403,1.0209450297585723
11,1.122569315,6435996,598.704,72.14,17.0,61.77,17.5,11.31,18.0,18.5,111.97,19.0,24.27,19.5,61.74,18.0,10.140000000000015,18.0,10.140000000000015,0.05405405405405406,0.05555555555555555,0.9995210491924403,1.0209450297585723
12,1.122569315,5634909,597.699,428.68,3.2,388.68,3.25,368.0,3.3,3.35,129.33,3.4,398.82,3.45,769.87,3.3,12.0,3.3,12.0,0.29850746268656714,0.30303030303030304,0.9955527952241864,1.0209450297585723
13,1.122569315,8722815,597.699,134.09,5.9,666.06,6.0,262.74,6.2,6.4,150.03,6.6,287.91,6.8,246.54,,,,,0.15625,0.16129032258064516,0.9955527952241864,1.0209450297585723
14,1.122569315,2380688,597.699,418.58,6.4,242.92,6.6,320.97,6.8,7.2,14.16,7.4,161.8,7.6,98.46,7.0,55.66999999999996,7.2,165.97999999999996,0.1388888888888889,0.14705882352941177,0.9955527952241864,1.0209450297585723
15,1.122569315,8826166,597.699,237.6,5.4,559.9,5.5,397.99,5.6,5.7,23.82,5.8,114.72,5.9,214.81,,,,,0.17543859649122806,0.17857142857142858,0.9955527952241864,1.0209450297585723
16,1.122569315,8680122,597.699,224.76,5.5,176.16,5.6,216.35,5.7,5.8,11.43,5.9,73.47,6.0,683.39,,,,,0.1724137931034483,0.17543859649122806,0.9955527952241864,1.0209450297585723
17,1.122569315,6435996,597.699,72.14,17.0,47.89,17.5,11.04,18.0,18.5,114.05,19.0,24.27,19.5,63.25,18.0,14.27000000000001,18.0,14.27000000000001,0.05405405405405406,0.05555555555555555,0.9955527952241864,1.0209450297585723
18,1.122569315,5634909,596.694,428.68,3.2,387.83,3.25,372.95,3.3,3.35,134.03,3.4,400.02,3.45,769.87,,,,,0.29850746268656714,0.30303030303030304,0.9970542967256879,1.0183306506736047
19,1.122569315,8722815,596.694,134.09,5.9,666.06,6.0,262.74,6.2,6.4,150.03,6.6,287.91,6.8,246.54,,,,,0.15625,0.16129032258064516,0.9970542967256879,1.0183306506736047
20,1.122569315,2380688,596.694,242.92,6.6,304.41,6.8,82.07,7.0,7.2,43.8,7.4,158.52,7.6,98.46,7.2,12.0,7.2,12.0,0.1388888888888889,0.14285714285714285,0.9970542967256879,1.0183306506736047
21,1.122569315,8826166,596.694,237.6,5.4,559.9,5.5,397.99,5.6,5.7,23.82,5.8,114.72,5.9,214.81,,,,,0.17543859649122806,0.17857142857142858,0.9970542967256879,1.0183306506736047
22,1.122569315,8680122,596.694,224.76,5.5,176.16,5.6,216.35,5.7,5.8,2.66,5.9,73.47,6.0,683.39,5.8,17.539999999999964,5.8,17.539999999999964,0.1724137931034483,0.17543859649122806,0.9970542967256879,1.0183306506736047
23,1.122569315,6435996,596.694,43.88,16.5,72.14,17.0,87.89,17.5,18.0,0.04,18.5,114.05,19.0,24.27,18.0,22.079999999999984,18.0,22.079999999999984,0.05555555555555555,0.05714285714285714,0.9970542967256879,1.0183306506736047
24,1.122569315,5634909,595.69,428.68,3.2,387.83,3.25,325.52,3.3,3.35,148.03,3.4,400.02,3.45,769.87,3.3,100.40000000000009,3.3,100.40000000000009,0.29850746268656714,0.30303030303030304,0.9970542967256879,1.0183306506736047
25,1.122569315,8722815,595.69,134.09,5.9,666.06,6.0,265.52,6.2,6.4,150.03,6.6,287.91,6.8,246.54,,,,,0.15625,0.16129032258064516,0.9970542967256879,1.0183306506736047
