,Market,Runner,Secs,L3S,L3P,L2S,L2P,L1S,L1P,B1P,B1S,B2P,B2S,B3P,B3S,MinExecPx,MinExecSz,MaxExecPx,MaxExecSz,BackPerc,LayPerc,BackPercSum,LayPercSum
0,1.122755178,8632330,599.484,516.15,2.88,528.43,2.9,190.04,2.92,2.94,363.66,2.96,163.35,2.98,222.2,,,,,0.3401360544217687,0.3424657534246575,0.9926331617176376,1.015037564267449
1,1.122755178,8881005,599.484,309.58,5.4,383.91,5.5,307.23,5.6,5.7,184.1,5.8,241.78,5.9,157.39,,,,,0.17543859649122806,0.17857142857142858,0.9926331617176376,1.015037564267449
2,1.122755178,6657782,599.484,445.26,6.6,355.23,6.8,311.23,7.0,7.2,178.81,7.4,266.02,7.6,162.4,,,,,0.1388888888888889,0.14285714285714285,0.9926331617176376,1.015037564267449
3,1.122755178,6056753,599.484,361.09,8.2,100.42,8.4,99.01,8.6,8.8,48.74,9.0,171.69,9.2,104.35,,,,,0.11363636363636363,0.11627906976744186,0.9926331617176376,1.015037564267449
4,1.122755178,55750,599.484,171.07,10.5,165.48,11.0,176.24,11.5,12.0,36.11,12.5,136.64,13.0,181.11,,,,,0.08333333333333333,0.08695652173913043,0.9926331617176376,1.015037564267449
5,1.122755178,5003032,599.484,78.15,15.5,68.12,16.0,26.02,16.5,17.0,47.35,17.5,65.52,18.0,108.43,,,,,0.058823529411764705,0.06060606060606061,0.9926331617176376,1.015037564267449
6,1.122755178,5524699,599.484,29.42,26.0,12.07,27.0,3.51,28.0,30.0,6.55,32.0,72.7,34.0,64.63,,,,,0.03333333333333333,0.03571428571428571,0.9926331617176376,1.015037564267449
7,1.122755178,7416491,599.484,28.52,32.0,58.54,34.0,21.94,36.0,38.0,40.82,40.0,56.62,42.0,31.09,,,,,0.02631578947368421,0.027777777777777776,0.9926331617176376,1.015037564267449
8,1.122755178,7662174,599.484,25.68,38.0,11.92,40.0,37.35,42.0,44.0,11.16,46.0,10.32,48.0,11.5,,,,,0.022727272727272728,0.023809523809523808,0.9926331617176376,1.015037564267449
9,1.122755178,5789389,599.484,,,,,,,,,,,,,,,,,,,0.9926331617176376,1.015037564267449
10,1.122755178,8632330,598.48,516.15,2.88,528.43,2.9,194.04,2.92,2.94,363.66,2.96,163.35,2.98,222.2,,,,,0.3401360544217687,0.3424657534246575,0.9926331617176376,1.015037564267449
11,1.122755178,8881005,598.48,269.58,5.4,343.91,5.5,285.23,5.6,5.7,184.1,5.8,241.78,5.9,157.39,,,,,0.17543859649122806,0.17857142857142858,0.9926331617176376,1.015037564267449
12,1.122755178,6657782,598.48,421.26,6.6,313.23,6.8,311.23,7.0,7.2,178.81,7.4,236.02,7.6,122.4,,,,,0.1388888888888889,0.14285714285714285,0.9926331617176376,1.015037564267449
13,1.122755178,6056753,598.48,341.09,8.2,80.42,8.4,78.01,8.6,8.8,48.74,9.0,171.69,9.2,104.35,,,,,0.11363636363636363,0.11627906976744186,0.9926331617176376,1.015037564267449
14,1.122755178,55750,598.48,163.07,10.5,153.48,11.0,158.24,11.5,12.0,36.11,12.5,94.64,13.0,181.11,,,,,0.08333333333333333,0.08695652173913043,0.9926331617176376,1.015037564267449
15,1.122755178,5003032,598.48,62.15,15.5,44.12,16.0,26.02,16.5,17.0,47.35,17.5,65.52,18.0,108.43,,,,,0.058823529411764705,0.06060606060606061,0.9926331617176376,1.015037564267449
16,1.122755178,5524699,598.48,29.42,26.0,8.07,27.0,3.51,28.0,30.0,6.55,32.0,72.7,34.0,64.63,,,,,0.03333333333333333,0.03571428571428571,0.9926331617176376,1.015037564267449
17,1.122755178,7416491,598.48,28.52,32.0,34.54,34.0,11.94,36.0,38.0,40.82,40.0,56.62,42.0,31.09,,,,,0.02631578947368421,0.027777777777777776,0.9926331617176376,1.015037564267449
18,1.122755178,7662174,598.48,25.68,38.0,11.92,40.0,37.35,42.0,44.0,11.16,46.0,10.32,48.0,11.5,,,,,0.022727272727272728,0.023809523809523808,0.9926331617176376,1.015037564267449
19,1.122755178,5789389,598.48,,,,,,,,,,,,,,,,,,,0.9926331617176376,1.015037564267449
20,1.122755178,8632330,597.475,516.15,2.88,528.43,2.9,182.94,2.92,2.94,363.66,2.96,163.35,2.98,222.2,2.92,22.199999999999818,2.92,22.199999999999818,0.3401360544217687,0.3424657534246575,0.9926331617176376,1.015037564267449
21,1.122755178,8881005,597.475,269.58,5.4,343.91,5.5,293.69,5.6,5.7,184.1,5.8,241.78,5.9,157.39,,,,,0.17543859649122806,0.17857142857142858,0.9926331617176376,1.015037564267449
22,1.122755178,6657782,597.475,421.26,6.6,313.23,6.8,311.23,7.0,7.2,178.81,7.4,236.02,7.6,122.4,,,,,0.1388888888888889,0.14285714285714285,0.9926331617176376,1.015037564267449
23,1.122755178,6056753,597.475,327.91,8.2,80.42,8.4,78.01,8.6,8.8,48.74,9.0,171.69,9.2,104.35,,,,,0.11363636363636363,0.11627906976744186,0.9926331617176376,1.015037564267449
24,1.122755178,55750,597.475,163.07,10.5,153.48,11.0,155.78,11.5,12.0,33.11,12.5,92.19,13.0,181.11,11.5,4.900000000000091,12.0,6.0,0.08333333333333333,0.08695652173913043,0.9926331617176376,1.015037564267449
25,1.122755178,5003032,597.475,62.15,15.5,60.41,16.0,18.42,16.5,17.0,47.35,17.5,65.52,18.0,108.43,,,,,0.058823529411764705,0.06060606060606061,0.9926331617176376,1.015037564267449
26,1.122755178,5524699,597.475,29.42,26.0,8.07,27.0,3.51,28.0,30.0,6.55,32.0,72.7,34.0,64.63,,,,,0.03333333333333333,0.03571428571428571,0.9926331617176376,1.015037564267449
27,1.122755178,7416491,597.475,28.52,32.0,34.54,34.0,11.94,36.0,38.0,40.82,40.0,56.62,42.0,31.09,,,,,0.02631578947368421,0.027777777777777776,0.9926331617176376,1.015037564267449
28,1.122755178,7662174,597.475,25.68,38.0,16.25,40.0,37.35,42.0,44.0,11.16,46.0,8.59,48.0,11.5,,,,,0.022727272727272728,0.023809523809523808,0.9926331617176376,1.015037564267449
29,1.122755178,5789389,597.475,,,,,,,,,,,,,,,,,,,0.9926331617176376,1.015037564267449
30,1.122755178,8632330,596.469,528.43,2.9,182.94,2.92,86.81,2.94,2.96,163.35,2.98,222.2,3.0,828.58,2.94,727.329999999999,2.94,727.329999999999,0.33783783783783783,0.3401360544217687,0.9903349451337067,1.01270786526456
31,1.122755178,8881005,596.469,269.58,5.4,343.91,5.5,278.9,5.6,5.7,184.1,5.8,241.78,5.9,157.39,5.6,41.58000000000038,5.6,41.58000000000038,0.17543859649122806,0.17857142857142858,0.9903349451337067,1.01270786526456
32,1.122755178,6657782,596.469,421.26,6.6,313.23,6.8,291.23,7.0,7.2,178.81,7.4,236.02,7.6,122.4,7.0,40.0,7.0,40.0,0.1388888888888889,0.14285714285714285,0.9903349451337067,1.01270786526456
33,1.122755178,6056753,596.469,327.91,8.2,80.42,8.4,78.01,8.6,8.8,48.74,9.0,171.69,9.2,104.35,,,,,0.11363636363636363,0.11627906976744186,0.9903349451337067,1.01270786526456
34,1.122755178,55750,596.469,163.07,10.5,153.48,11.0,154.27,11.5,12.0,30.01,12.5,92.19,13.0,181.11,12.0,6.199999999999818,12.0,6.199999999999818,0.08333333333333333,0.08695652173913043,0.9903349451337067,1.01270786526456
35,1.122755178,5003032,596.469,62.15,15.5,9.64,16.0,18.42,16.5,17.0,47.35,17.5,65.52,18.0,108.43,,,,,0.058823529411764705,0.06060606060606061,0.9903349451337067,1.01270786526456
36,1.122755178,5524699,596.469,29.42,26.0,8.07,27.0,3.51,28.0,30.0,6.55,32.0,72.7,34.0,64.63,,,,,0.03333333333333333,0.03571428571428571,0.9903349451337067,1.01270786526456
37,1.122755178,7416491,596.469,28.52,32.0,34.54,34.0,11.94,36.0,38.0,40.82,40.0,56.62,42.0,31.09,,,,,0.02631578947368421,0.027777777777777776,0.9903349451337067,1.01270786526456
38,1.122755178,7662174,596.469,25.68,38.0,16.25,40.0,37.35,42.0,44.0,11.16,46.0,8.59,48.0,11.5,,,,,0.022727272727272728,0.023809523809523808,0.9903349451337067,1.01270786526456
39,1.122755178,5789389,596.469,,,,,,,,,,,,,,,,,,,0.9903349451337067,1.01270786526456
40,1.122755178,8632330,595.465,603.64,2.9,178.94,2.92,137.49,2.94,2.96,187.47,2.98,222.2,3.0,828.58,,,,,0.33783783783783783,0.3401360544217687,0.9903349451337067,1.01270786526456
41,1.122755178,8881005,595.465,269.58,5.4,343.91,5.5,258.9,5.6,5.7,184.1,5.8,241.78,5.9,157.39,5.6,40.0,5.6,40.0,0.17543859649122806,0.17857142857142858,0.9903349451337067,1.01270786526456
42,1.122755178,6657782,595.465,421.26,6.6,313.23,6.8,241.23,7.0,7.2,178.81,7.4,236.02,7.6,122.4,7.0,100.0,7.0,100.0,0.1388888888888889,0.14285714285714285,0.9903349451337067,1.01270786526456
43,1.122755178,6056753,595.465,327.91,8.2,80.42,8.4,78.01,8.6,8.8,48.74,9.0,171.69,9.2,104.35,,,,,0.11363636363636363,0.11627906976744186,0.9903349451337067,1.01270786526456
44,1.122755178,55750,595.465,163.07,10.5,153.48,11.0,134.27,11.5,12.0,30.01,12.5,92.19,13.0,181.11,11.5,40.0,11.5,40.0,0.08333333333333333,0.08695652173913043,0.9903349451337067,1.01270786526456
45,1.122755178,5003032,595.465,62.15,15.5,9.64,16.0,18.42,16.5,17.0,47.35,17.5,65.52,18.0,108.43,,,,,0.058823529411764705,0.06060606060606061,0.9903349451337067,1.01270786526456
46,1.122755178,5524699,595.465,29.42,26.0,8.07,27.0,3.51,28.0,30.0,14.24,32.0,72.7,34.0,64.63,,,,,0.03333333333333333,0.03571428571428571,0.9903349451337067,1.01270786526456
47,1.122755178,7416491,595.465,28.52,32.0,34.54,34.0,11.94,36.0,38.0,40.82,40.0,56.62,42.0,31.09,,,,,0.02631578947368421,0.027777777777777776,0.9903349451337067,1.01270786526456
48,1.122755178,7662174,595.465,25.68,38.0,16.25,40.0,37.35,42.0,44.0,11.16,46.0,8.59,48.0,15.65,,,,,0.022727272727272728,0.023809523809523808,0.9903349451337067,1.01270786526456
49,1.122755178,5789389,595.465,,,,,,,,,,,,,,,,,,,0.9903349451337067,1.01270786526456
