,Market,Runner,Secs,L3S,L3P,L2S,L2P,L1S,L1P,B1P,B1S,B2P,B2S,B3P,B3S,MinExecPx,MinExecSz,MaxExecPx,MaxExecSz,BackPerc,LayPerc,BackPercSum,LayPercSum
0,1.122755183,9187511,599.833,497.66,3.95,290.23,4.0,403.41,4.1,4.2,243.04,4.3,1385.76,4.4,688.25,,,,,0.23809523809523808,0.24390243902439027,0.9869544947587925,1.0219597682357795
1,1.122755183,9223041,599.833,194.99,5.8,140.0,5.9,167.11,6.0,6.2,368.21,6.4,285.8,6.6,183.39,,,,,0.16129032258064516,0.16666666666666666,0.9869544947587925,1.0219597682357795
2,1.122755183,10364715,599.833,188.12,6.8,338.21,7.0,152.06,7.2,7.4,134.59,7.6,189.57,7.8,236.87,,,,,0.13513513513513511,0.1388888888888889,0.9869544947587925,1.0219597682357795
3,1.122755183,9350149,599.833,220.32,8.6,111.35,8.8,68.87,9.0,9.2,17.59,9.4,83.61,9.6,145.39,,,,,0.10869565217391305,0.1111111111111111,0.9869544947587925,1.0219597682357795
4,1.122755183,8726669,599.833,137.33,9.2,120.17,9.4,126.53,9.6,9.8,22.63,10.0,70.11,10.5,66.63,,,,,0.1020408163265306,0.10416666666666667,0.9869544947587925,1.0219597682357795
5,1.122755183,1061778,599.833,31.48,19.0,17.88,19.5,5.31,20.0,21.0,34.75,22.0,56.73,23.0,48.32,,,,,0.047619047619047616,0.05,0.9869544947587925,1.0219597682357795
6,1.122755183,6251329,599.833,108.13,14.5,110.07,15.0,103.32,15.5,16.5,13.33,17.0,90.54,17.5,42.97,,,,,0.06060606060606061,0.06451612903225806,0.9869544947587925,1.0219597682357795
7,1.122755183,6994624,599.833,40.5,15.5,59.81,16.0,24.28,16.5,18.0,17.56,19.0,5.47,19.5,39.22,,,,,0.05555555555555555,0.06060606060606061,0.9869544947587925,1.0219597682357795
8,1.122755183,9122001,599.833,27.58,26.0,0.94,27.0,1.35,29.0,30.0,10.93,32.0,32.24,34.0,26.75,,,,,0.03333333333333333,0.034482758620689655,0.9869544947587925,1.0219597682357795
9,1.122755183,5036820,599.833,29.65,28.0,21.53,29.0,36.46,30.0,32.0,20.72,34.0,56.49,36.0,45.53,,,,,0.03125,0.03333333333333333,0.9869544947587925,1.0219597682357795
10,1.122755183,4985431,599.833,4.63,60.0,15.58,65.0,13.74,70.0,75.0,4.88,80.0,2.32,85.0,5.9,,,,,0.013333333333333334,0.014285714285714285,0.9869544947587925,1.0219597682357795
11,1.122755183,9187511,598.828,542.7,3.95,334.52,4.0,403.41,4.1,4.2,278.04,4.3,1385.76,4.4,602.25,,,,,0.23809523809523808,0.24390243902439027,0.9869544947587925,1.0201772370414837
12,1.122755183,9223041,598.828,194.99,5.8,140.0,5.9,167.11,6.0,6.2,368.21,6.4,285.8,6.6,183.39,,,,,0.16129032258064516,0.16666666666666666,0.9869544947587925,1.0201772370414837
13,1.122755183,10364715,598.828,188.12,6.8,338.21,7.0,152.06,7.2,7.4,134.59,7.6,189.57,7.8,236.87,,,,,0.13513513513513511,0.1388888888888889,0.9869544947587925,1.0201772370414837
14,1.122755183,9350149,598.828,204.32,8.6,111.35,8.8,68.87,9.0,9.2,17.59,9.4,83.61,9.6,145.39,,,,,0.10869565217391305,0.1111111111111111,0.9869544947587925,1.0201772370414837
15,1.122755183,8726669,598.828,137.33,9.2,120.17,9.4,126.53,9.6,9.8,22.63,10.0,70.11,10.5,66.63,,,,,0.1020408163265306,0.10416666666666667,0.9869544947587925,1.0201772370414837
16,1.122755183,1061778,598.828,31.48,19.0,17.88,19.5,5.31,20.0,21.0,34.75,22.0,56.73,23.0,48.32,,,,,0.047619047619047616,0.05,0.9869544947587925,1.0201772370414837
17,1.122755183,6251329,598.828,108.13,14.5,110.07,15.0,103.32,15.5,16.5,13.33,17.0,90.54,17.5,42.97,,,,,0.06060606060606061,0.06451612903225806,0.9869544947587925,1.0201772370414837
18,1.122755183,6994624,598.828,56.69,16.0,54.23,16.5,8.64,17.0,18.0,11.59,19.0,24.2,19.5,39.22,,,,,0.05555555555555555,0.058823529411764705,0.9869544947587925,1.0201772370414837
19,1.122755183,9122001,598.828,27.58,26.0,0.94,27.0,1.35,29.0,30.0,10.93,32.0,32.24,34.0,26.75,,,,,0.03333333333333333,0.034482758620689655,0.9869544947587925,1.0201772370414837
20,1.122755183,5036820,598.828,29.65,28.0,21.53,29.0,36.46,30.0,32.0,20.72,34.0,56.49,36.0,45.53,,,,,0.03125,0.03333333333333333,0.9869544947587925,1.0201772370414837
21,1.122755183,4985431,598.828,4.63,60.0,15.58,65.0,13.74,70.0,75.0,4.88,80.0,2.32,85.0,5.9,,,,,0.013333333333333334,0.014285714285714285,0.9869544947587925,1.0201772370414837
22,1.122755183,9187511,597.823,542.7,3.95,320.03,4.0,403.41,4.1,4.2,276.04,4.3,1385.76,4.4,602.25,4.2,4.0,4.2,4.0,0.23809523809523808,0.24390243902439027,0.9869544947587925,1.0201772370414837
23,1.122755183,9223041,597.823,194.99,5.8,140.0,5.9,167.11,6.0,6.2,368.21,6.4,285.8,6.6,183.39,,,,,0.16129032258064516,0.16666666666666666,0.9869544947587925,1.0201772370414837
24,1.122755183,10364715,597.823,188.12,6.8,338.21,7.0,152.06,7.2,7.4,134.59,7.6,189.57,7.8,236.87,,,,,0.13513513513513511,0.1388888888888889,0.9869544947587925,1.0201772370414837
25,1.122755183,9350149,597.823,204.32,8.6,111.35,8.8,68.87,9.0,9.2,37.59,9.4,83.61,9.6,145.39,,,,,0.10869565217391305,0.1111111111111111,0.9869544947587925,1.0201772370414837
26,1.122755183,8726669,597.823,137.33,9.2,120.17,9.4,126.53,9.6,9.8,22.63,10.0,70.11,10.5,66.63,,,,,0.1020408163265306,0.10416666666666667,0.9869544947587925,1.0201772370414837
27,1.122755183,1061778,597.823,31.48,19.0,17.88,19.5,5.31,20.0,21.0,34.75,22.0,56.73,23.0,48.32,,,,,0.047619047619047616,0.05,0.9869544947587925,1.0201772370414837
28,1.122755183,6251329,597.823,108.13,14.5,110.07,15.0,103.32,15.5,16.5,0.43,17.0,90.54,17.5,42.97,16.5,25.810000000000002,16.5,25.810000000000002,0.06060606060606061,0.06451612903225806,0.9869544947587925,1.0201772370414837
29,1.122755183,6994624,597.823,59.81,16.0,54.23,16.5,14.5,17.0,18.0,11.59,19.0,5.47,19.5,39.22,,,,,0.05555555555555555,0.058823529411764705,0.9869544947587925,1.0201772370414837
30,1.122755183,9122001,597.823,27.58,26.0,0.94,27.0,1.35,29.0,30.0,10.93,32.0,32.24,34.0,26.75,,,,,0.03333333333333333,0.034482758620689655,0.9869544947587925,1.0201772370414837
31,1.122755183,5036820,597.823,29.65,28.0,21.53,29.0,36.46,30.0,32.0,20.72,34.0,56.49,36.0,45.53,,,,,0.03125,0.03333333333333333,0.9869544947587925,1.0201772370414837
32,1.122755183,4985431,597.823,4.63,60.0,15.58,65.0,13.74,70.0,75.0,4.88,80.0,2.32,85.0,5.9,,,,,0.013333333333333334,0.014285714285714285,0.9869544947587925,1.0201772370414837
33,1.122755183,9187511,596.818,542.7,3.95,320.03,4.0,403.41,4.1,4.2,138.05,4.3,1385.76,4.4,756.25,4.2,75.98000000000002,4.2,75.98000000000002,0.23809523809523808,0.24390243902439027,0.9869544947587925,1.0181611080092257
34,1.122755183,9223041,596.818,194.99,5.8,140.0,5.9,167.11,6.0,6.2,368.21,6.4,285.8,6.6,183.39,,,,,0.16129032258064516,0.16666666666666666,0.9869544947587925,1.0181611080092257
