,Market,Runner,Secs,L3S,L3P,L2S,L2P,L1S,L1P,B1P,B1S,B2P,B2S,B3P,B3S,MinExecPx,MinExecSz,MaxExecPx,MaxExecSz,BackPerc,LayPerc,BackPercSum,LayPercSum
0,1.122569295,9434506,599.297,539.4,3.05,469.61,3.1,305.38,3.15,3.2,521.55,3.25,466.85,3.3,470.63,,,,,0.3125,0.31746031746031744,0.9868556828280832,1.009636268921983
1,1.122569295,8553162,599.297,314.92,3.9,217.91,3.95,520.42,4.0,4.1,67.96,4.2,234.61,4.3,273.18,,,,,0.24390243902439027,0.25,0.9868556828280832,1.009636268921983
2,1.122569295,4073200,599.297,345.24,7.0,181.36,7.2,110.55,7.4,7.6,129.62,7.8,102.26,8.0,104.47,,,,,0.13157894736842105,0.13513513513513511,0.9868556828280832,1.009636268921983
3,1.122569295,3409581,599.297,152.01,7.6,201.92,7.8,23.03,8.0,8.2,173.57,8.4,250.71,8.6,53.32,,,,,0.12195121951219513,0.125,0.9868556828280832,1.009636268921983
4,1.122569295,6283562,599.297,178.2,9.4,199.68,9.6,50.44,9.8,10.0,271.87,10.5,193.69,11.0,252.64,,,,,0.1,0.1020408163265306,0.9868556828280832,1.009636268921983
5,1.122569295,10226982,599.297,118.29,11.5,101.03,12.0,139.22,12.5,13.0,2.5,13.5,54.94,14.0,47.49,,,,,0.07692307692307693,0.08,0.9868556828280832,1.009636268921983
6,1.122569295,9500683,599.297,,,,,,,,,,,,,,,,,,,0.9868556828280832,1.009636268921983
7,1.122569295,9434506,598.294,539.4,3.05,469.61,3.1,305.38,3.15,3.2,514.05,3.25,466.85,3.3,470.63,,,,,0.3125,0.31746031746031744,0.9868556828280832,1.009636268921983
8,1.122569295,8553162,598.294,314.92,3.9,217.91,3.95,520.42,4.0,4.1,77.96,4.2,234.61,4.3,273.18,,,,,0.24390243902439027,0.25,0.9868556828280832,1.009636268921983
9,1.122569295,4073200,598.294,345.24,7.0,184.36,7.2,110.55,7.4,7.6,129.62,7.8,102.26,8.0,104.47,,,,,0.13157894736842105,0.13513513513513511,0.9868556828280832,1.009636268921983
10,1.122569295,3409581,598.294,152.01,7.6,201.92,7.8,23.03,8.0,8.2,173.57,8.4,250.71,8.6,53.32,,,,,0.12195121951219513,0.125,0.9868556828280832,1.009636268921983
11,1.122569295,6283562,598.294,178.2,9.4,199.68,9.6,50.44,9.8,10.0,271.87,10.5,193.69,11.0,252.64,,,,,0.1,0.1020408163265306,0.9868556828280832,1.009636268921983
12,1.122569295,10226982,598.294,118.29,11.5,101.03,12.0,139.22,12.5,13.0,2.5,13.5,54.94,14.0,47.49,,,,,0.07692307692307693,0.08,0.9868556828280832,1.009636268921983
13,1.122569295,9500683,598.294,,,,,,,,,,,,,,,,,,,0.9868556828280832,1.009636268921983
14,1.122569295,9434506,597.29,539.4,3.05,469.61,3.1,307.38,3.15,3.2,516.55,3.25,466.85,3.3,470.63,3.15,6.0,3.15,6.0,0.3125,0.31746031746031744,0.9868556828280832,1.009636268921983
15,1.122569295,8553162,597.29,314.92,3.9,217.91,3.95,520.42,4.0,4.1,77.96,4.2,234.61,4.3,273.18,,,,,0.24390243902439027,0.25,0.9868556828280832,1.009636268921983
16,1.122569295,4073200,597.29,345.24,7.0,201.71,7.2,110.55,7.4,7.6,129.62,7.8,102.26,8.0,104.47,,,,,0.13157894736842105,0.13513513513513511,0.9868556828280832,1.009636268921983
17,1.122569295,3409581,597.29,155.01,7.6,201.92,7.8,21.03,8.0,8.2,169.57,8.4,250.71,8.6,53.32,8.0,4.0,8.2,8.0,0.12195121951219513,0.125,0.9868556828280832,1.009636268921983
18,1.122569295,6283562,597.29,178.2,9.4,199.68,9.6,50.44,9.8,10.0,271.87,10.5,193.69,11.0,252.64,,,,,0.1,0.1020408163265306,0.9868556828280832,1.009636268921983
19,1.122569295,10226982,597.29,118.29,11.5,101.03,12.0,139.22,12.5,13.0,2.5,13.5,54.94,14.0,47.49,,,,,0.07692307692307693,0.08,0.9868556828280832,1.009636268921983
20,1.122569295,9500683,597.29,,,,,,,,,,,,,,,,,,,0.9868556828280832,1.009636268921983
21,1.122569295,9434506,596.285,539.4,3.05,469.61,3.1,310.15,3.15,3.2,516.55,3.25,466.85,3.3,470.63,,,,,0.3125,0.31746031746031744,0.9868556828280832,1.009636268921983
22,1.122569295,8553162,596.285,314.92,3.9,217.91,3.95,521.7,4.0,4.1,77.96,4.2,234.61,4.3,273.18,4.0,3.0,4.0,3.0,0.24390243902439027,0.25,0.9868556828280832,1.009636268921983
23,1.122569295,4073200,596.285,345.24,7.0,201.71,7.2,114.98,7.4,7.6,129.62,7.8,102.26,8.0,104.47,,,,,0.13157894736842105,0.13513513513513511,0.9868556828280832,1.009636268921983
24,1.122569295,3409581,596.285,155.01,7.6,201.92,7.8,23.81,8.0,8.2,169.57,8.4,250.71,8.6,53.32,,,,,0.12195121951219513,0.125,0.9868556828280832,1.009636268921983
25,1.122569295,6283562,596.285,178.2,9.4,199.68,9.6,52.71,9.8,10.0,271.87,10.5,193.69,11.0,252.64,,,,,0.1,0.1020408163265306,0.9868556828280832,1.009636268921983
26,1.122569295,10226982,596.285,118.29,11.5,101.03,12.0,142.0,12.5,13.0,2.5,13.5,61.02,14.0,47.49,,,,,0.07692307692307693,0.08,0.9868556828280832,1.009636268921983
27,1.122569295,9500683,596.285,,,,,,,,,,,,,,,,,,,0.9868556828280832,1.009636268921983
28,1.122569295,9434506,595.28,539.4,3.05,469.61,3.1,287.13,3.15,3.2,563.11,3.25,466.85,3.3,470.63,3.15,46.039999999999964,3.15,46.039999999999964,0.3125,0.31746031746031744,0.9840066799790804,1.0065593458450601
29,1.122569295,8553162,595.28,314.92,3.9,217.91,3.95,505.57,4.0,4.1,61.83,4.2,234.61,4.3,273.18,4.0,32.25999999999999,4.0,32.25999999999999,0.24390243902439027,0.25,0.9840066799790804,1.0065593458450601
30,1.122569295,4073200,595.28,345.24,7.0,201.71,7.2,114.78,7.4,7.6,129.62,7.8,100.52,8.0,104.47,,,,,0.13157894736842105,0.13513513513513511,0.9840066799790804,1.0065593458450601
31,1.122569295,3409581,595.28,155.01,7.6,201.92,7.8,23.81,8.0,8.2,169.57,8.4,250.71,8.6,53.32,,,,,0.12195121951219513,0.125,0.9840066799790804,1.0065593458450601
32,1.122569295,6283562,595.28,178.2,9.4,202.68,9.6,52.71,9.8,10.0,271.87,10.5,193.69,11.0,252.64,,,,,0.1,0.1020408163265306,0.9840066799790804,1.0065593458450601
33,1.122569295,10226982,595.28,101.03,12.0,142.0,12.5,22.26,13.0,13.5,61.02,14.0,47.49,14.5,132.9,13.0,5.0,13.0,5.0,0.07407407407407407,0.07692307692307693,0.9840066799790804,1.0065593458450601
34,1.122569295,9500683,595.28,,,,,,,,,,,,,,,,,,,0.9840066799790804,1.0065593458450601
35,1.122569295,9434506,594.276,539.4,3.05,469.61,3.1,287.13,3.15,3.2,563.11,3.25,466.85,3.3,470.63,,,,,0.3125,0.31746031746031744,0.9840066799790804,1.0065593458450601
36,1.122569295,8553162,594.276,314.92,3.9,217.91,3.95,487.57,4.0,4.1,61.83,4.2,234.61,4.3,273.18,,,,,0.24390243902439027,0.25,0.9840066799790804,1.0065593458450601
37,1.122569295,4073200,594.276,345.24,7.0,201.71,7.2,114.78,7.4,7.6,129.62,7.8,100.52,8.0,104.47,,,,,0.13157894736842105,0.13513513513513511,0.9840066799790804,1.0065593458450601
38,1.122569295,3409581,594.276,155.01,7.6,201.92,7.8,23.81,8.0,8.2,169.57,8.4,250.71,8.6,53.32,,,,,0.12195121951219513,0.125,0.9840066799790804,1.0065593458450601
39,1.122569295,6283562,594.276,178.2,9.4,202.68,9.6,52.71,9.8,10.0,271.87,10.5,193.69,11.0,252.64,,,,,0.1,0.1020408163265306,0.9840066799790804,1.0065593458450601
40,1.122569295,10226982,594.276,101.03,12.0,142.0,12.5,25.04,13.0,13.5,57.02,14.0,47.49,14.5,117.89,,,,,0.07407407407407407,0.07692307692307693,0.9840066799790804,1.0065593458450601
41,1.122569295,9500683,594.276,,,,,,,,,,,,,,,,,,,0.9840066799790804,1.0065593458450601
